TRT01A,AETERM,AEBODSYS,param,value,sub_col_label,AETERM_ORD,AEBODSYS_ORD
Xanomeline High Dose,BLOOD GLUCOSE INCREASED,INVESTIGATIONS,N_pct,0.013888888888888888,N_and_N_pct,127,14
Xanomeline High Dose,BURNING SENSATION,NERVOUS SYSTEM DISORDERS,N,2,N_and_N_pct,133,13
Xanomeline High Dose,BURNING SENSATION,NERVOUS SYSTEM DISORDERS,N_tot,2,AEs,133,13
Xanomeline High Dose,BURNING SENSATION,NERVOUS SYSTEM DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,133,13
Xanomeline High Dose,CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,45,9
Xanomeline High Dose,CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,N_tot,1,AEs,45,9
Xanomeline High Dose,CALCULUS URETHRAL,RENAL AND URINARY DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,45,9
Xanomeline High Dose,CARDIAC DISORDER,CARDIAC DISORDERS,N,1,N_and_N_pct,119,6
Xanomeline High Dose,CARDIAC DISORDER,CARDIAC DISORDERS,N_tot,1,AEs,119,6
Xanomeline High Dose,CARDIAC DISORDER,CARDIAC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,119,6
Xanomeline High Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,92,2
Xanomeline High Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,92,2
Xanomeline High Dose,CHEST DISCOMFORT,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,92,2
Xanomeline High Dose,CHEST PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,183,2
Xanomeline High Dose,CHEST PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,2,AEs,183,2
Xanomeline High Dose,CHEST PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,183,2
Xanomeline High Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,103,2
Xanomeline High Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,103,2
Xanomeline High Dose,CHILLS,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,103,2
Xanomeline High Dose,COGNITIVE DISORDER,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,228,13
Xanomeline High Dose,COGNITIVE DISORDER,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,228,13
Xanomeline High Dose,COGNITIVE DISORDER,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,228,13
Xanomeline High Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,62,11
Xanomeline High Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N_tot,1,AEs,62,11
Xanomeline High Dose,CONFUSIONAL STATE,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,62,11
Xanomeline High Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,2,N_and_N_pct,75,16
Xanomeline High Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,3,AEs,75,16
Xanomeline High Dose,CONTUSION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.027777777777777776,N_and_N_pct,75,16
Xanomeline High Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,5,N_and_N_pct,37,4
Xanomeline High Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,7,AEs,37,4
Xanomeline High Dose,COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.06944444444444445,N_and_N_pct,37,4
Xanomeline High Dose,CYSTITIS,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,117,7
Xanomeline High Dose,CYSTITIS,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,117,7
Xanomeline High Dose,CYSTITIS,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,117,7
Xanomeline High Dose,DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,107,12
Xanomeline High Dose,DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_tot,2,AEs,107,12
Xanomeline High Dose,DECREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,107,12
Xanomeline High Dose,DELIRIUM,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,207,11
Xanomeline High Dose,DELIRIUM,PSYCHIATRIC DISORDERS,N_tot,1,AEs,207,11
Xanomeline High Dose,DELIRIUM,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,207,11
Xanomeline High Dose,DELUSION,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,195,11
Xanomeline High Dose,DELUSION,PSYCHIATRIC DISORDERS,N_tot,1,AEs,195,11
Xanomeline High Dose,DELUSION,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,195,11
Xanomeline High Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,46,11
Xanomeline High Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N_tot,1,AEs,46,11
Xanomeline High Dose,DEPRESSED MOOD,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,46,11
Xanomeline High Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N,3,N_and_N_pct,23,5
Xanomeline High Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N_tot,3,AEs,23,5
Xanomeline High Dose,DIARRHOEA,GASTROINTESTINAL DISORDERS,N_pct,0.041666666666666664,N_and_N_pct,23,5
Xanomeline High Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N,11,N_and_N_pct,76,13
Xanomeline High Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N_tot,17,AEs,76,13
Xanomeline High Dose,DIZZINESS,NERVOUS SYSTEM DISORDERS,N_pct,0.1527777777777778,N_and_N_pct,76,13
Xanomeline High Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,47,5
Xanomeline High Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N_tot,1,AEs,47,5
Xanomeline High Dose,DYSPEPSIA,GASTROINTESTINAL DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,47,5
Xanomeline High Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,63,4
Xanomeline High Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,63,4
Xanomeline High Dose,DYSPNOEA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,63,4
Xanomeline High Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N,1,N_and_N_pct,163,14
Xanomeline High Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N_tot,1,AEs,163,14
Xanomeline High Dose,ELECTROCARDIOGRAM T WAVE INVERSION,INVESTIGATIONS,N_pct,0.013888888888888888,N_and_N_pct,163,14
Xanomeline High Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,2,N_and_N_pct,48,4
Xanomeline High Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,48,4
Xanomeline High Dose,EPISTAXIS,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.027777777777777776,N_and_N_pct,48,4
Xanomeline High Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,14,N_and_N_pct,4,3
Xanomeline High Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,22,AEs,4,3
Xanomeline High Dose,ERYTHEMA,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.19444444444444445,N_and_N_pct,4,3
Xanomeline High Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,118,16
Xanomeline High Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,1,AEs,118,16
Xanomeline High Dose,EXCORIATION,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.013888888888888888,N_and_N_pct,118,16
Xanomeline High Dose,FACIAL BONES FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,180,16
Xanomeline High Dose,FACIAL BONES FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,1,AEs,180,16
Xanomeline High Dose,FACIAL BONES FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.013888888888888888,N_and_N_pct,180,16
Xanomeline High Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,1,N_and_N_pct,181,16
Xanomeline High Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,1,AEs,181,16
Xanomeline High Dose,FALL,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.013888888888888888,N_and_N_pct,181,16
Xanomeline High Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,5,N_and_N_pct,25,2
Xanomeline High Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,5,AEs,25,2
Xanomeline High Dose,FATIGUE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.06944444444444445,N_and_N_pct,25,2
Xanomeline High Dose,FEELING ABNORMAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,77,2
Xanomeline High Dose,FEELING ABNORMAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,77,2
Xanomeline High Dose,FEELING ABNORMAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,77,2
Xanomeline High Dose,FEELING COLD,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,175,2
Xanomeline High Dose,FEELING COLD,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,175,2
Xanomeline High Dose,FEELING COLD,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,175,2
Xanomeline High Dose,FLANK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,2,N_and_N_pct,49,8
Xanomeline High Dose,FLANK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,2,AEs,49,8
Xanomeline High Dose,FLANK PAIN,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,49,8
Xanomeline High Dose,GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N,1,N_and_N_pct,187,5
Xanomeline High Dose,GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N_tot,1,AEs,187,5
Xanomeline High Dose,GASTROINTESTINAL HAEMORRHAGE,GASTROINTESTINAL DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,187,5
Xanomeline High Dose,HALLUCINATION,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,224,11
Xanomeline High Dose,HALLUCINATION,PSYCHIATRIC DISORDERS,N_tot,1,AEs,224,11
Xanomeline High Dose,HALLUCINATION,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,224,11
Xanomeline High Dose,"HALLUCINATION, VISUAL",PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,241,11
Xanomeline High Dose,"HALLUCINATION, VISUAL",PSYCHIATRIC DISORDERS,N_tot,1,AEs,241,11
Xanomeline High Dose,"HALLUCINATION, VISUAL",PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,241,11
Xanomeline High Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N,6,N_and_N_pct,52,13
Xanomeline High Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N_tot,9,AEs,52,13
Xanomeline High Dose,HEADACHE,NERVOUS SYSTEM DISORDERS,N_pct,0.08333333333333333,N_and_N_pct,52,13
Xanomeline High Dose,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N,2,N_and_N_pct,164,16
Xanomeline High Dose,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_tot,2,AEs,164,16
Xanomeline High Dose,HIP FRACTURE,"INJURY, POISONING AND PROCEDURAL COMPLICATIONS",N_pct,0.027777777777777776,N_and_N_pct,164,16
Xanomeline High Dose,HORDEOLUM,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,69,7
Xanomeline High Dose,HORDEOLUM,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,69,7
Xanomeline High Dose,HORDEOLUM,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,69,7
Xanomeline High Dose,HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,102,12
Xanomeline High Dose,HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,N_tot,1,AEs,102,12
Xanomeline High Dose,HYPERCHOLESTEROLAEMIA,METABOLISM AND NUTRITION DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,102,12
Xanomeline High Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,8,N_and_N_pct,78,3
Xanomeline High Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,10,AEs,78,3
Xanomeline High Dose,HYPERHIDROSIS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.1111111111111111,N_and_N_pct,78,3
Xanomeline High Dose,HYPERSOMNIA,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,220,13
Xanomeline High Dose,HYPERSOMNIA,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,220,13
Xanomeline High Dose,HYPERSOMNIA,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,220,13
Xanomeline High Dose,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N,1,N_and_N_pct,51,12
Xanomeline High Dose,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_tot,2,AEs,51,12
Xanomeline High Dose,INCREASED APPETITE,METABOLISM AND NUTRITION DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,51,12
Xanomeline High Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,120,7
Xanomeline High Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N_tot,1,AEs,120,7
Xanomeline High Dose,INFLUENZA,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,120,7
Xanomeline High Dose,INSOMNIA,PSYCHIATRIC DISORDERS,N,2,N_and_N_pct,99,11
Xanomeline High Dose,INSOMNIA,PSYCHIATRIC DISORDERS,N_tot,2,AEs,99,11
Xanomeline High Dose,INSOMNIA,PSYCHIATRIC DISORDERS,N_pct,0.027777777777777776,N_and_N_pct,99,11
Xanomeline High Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,218,13
Xanomeline High Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,218,13
Xanomeline High Dose,LETHARGY,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,218,13
Xanomeline High Dose,LIBIDO DECREASED,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,79,11
Xanomeline High Dose,LIBIDO DECREASED,PSYCHIATRIC DISORDERS,N_tot,1,AEs,79,11
Xanomeline High Dose,LIBIDO DECREASED,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,79,11
Xanomeline High Dose,LISTLESS,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,80,11
Xanomeline High Dose,LISTLESS,PSYCHIATRIC DISORDERS,N_tot,1,AEs,80,11
Xanomeline High Dose,LISTLESS,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,80,11
Xanomeline High Dose,LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N,1,N_and_N_pct,50,7
Xanomeline High Dose,LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_tot,2,AEs,50,7
Xanomeline High Dose,LOWER RESPIRATORY TRACT INFECTION,INFECTIONS AND INFESTATIONS,N_pct,0.013888888888888888,N_and_N_pct,50,7
Xanomeline High Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,81,2
Xanomeline High Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,3,AEs,81,2
Xanomeline High Dose,MALAISE,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,81,2
Xanomeline High Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,35,9
Xanomeline High Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_tot,2,AEs,35,9
Xanomeline High Dose,MICTURITION URGENCY,RENAL AND URINARY DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,35,9
Xanomeline High Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,157,8
Xanomeline High Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,2,AEs,157,8
Xanomeline High Dose,MUSCLE SPASMS,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,157,8
Xanomeline High Dose,MYALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N,1,N_and_N_pct,82,8
Xanomeline High Dose,MYALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_tot,1,AEs,82,8
Xanomeline High Dose,MYALGIA,MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,82,8
Xanomeline High Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N,4,N_and_N_pct,112,6
Xanomeline High Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_tot,8,AEs,112,6
Xanomeline High Dose,MYOCARDIAL INFARCTION,CARDIAC DISORDERS,N_pct,0.05555555555555555,N_and_N_pct,112,6
Xanomeline High Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,3,N_and_N_pct,29,4
Xanomeline High Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,4,AEs,29,4
Xanomeline High Dose,NASAL CONGESTION,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.041666666666666664,N_and_N_pct,29,4
Xanomeline High Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N,6,N_and_N_pct,53,7
Xanomeline High Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_tot,8,AEs,53,7
Xanomeline High Dose,NASOPHARYNGITIS,INFECTIONS AND INFESTATIONS,N_pct,0.08333333333333333,N_and_N_pct,53,7
Xanomeline High Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N,6,N_and_N_pct,71,5
Xanomeline High Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N_tot,13,AEs,71,5
Xanomeline High Dose,NAUSEA,GASTROINTESTINAL DISORDERS,N_pct,0.08333333333333333,N_and_N_pct,71,5
Xanomeline High Dose,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N,1,N_and_N_pct,182,9
Xanomeline High Dose,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N_tot,1,AEs,182,9
Xanomeline High Dose,NEPHROLITHIASIS,RENAL AND URINARY DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,182,9
Xanomeline High Dose,NIGHTMARE,PSYCHIATRIC DISORDERS,N,1,N_and_N_pct,176,11
Xanomeline High Dose,NIGHTMARE,PSYCHIATRIC DISORDERS,N_tot,1,AEs,176,11
Xanomeline High Dose,NIGHTMARE,PSYCHIATRIC DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,176,11
Xanomeline High Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,2,N_and_N_pct,105,2
Xanomeline High Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,3,AEs,105,2
Xanomeline High Dose,OEDEMA PERIPHERAL,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.027777777777777776,N_and_N_pct,105,2
Xanomeline High Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N,1,N_and_N_pct,83,2
Xanomeline High Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_tot,1,AEs,83,2
Xanomeline High Dose,PAIN,GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS,N_pct,0.013888888888888888,N_and_N_pct,83,2
Xanomeline High Dose,PARAESTHESIA,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,93,13
Xanomeline High Dose,PARAESTHESIA,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,93,13
Xanomeline High Dose,PARAESTHESIA,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,93,13
Xanomeline High Dose,PAROSMIA,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,72,13
Xanomeline High Dose,PAROSMIA,NERVOUS SYSTEM DISORDERS,N_tot,2,AEs,72,13
Xanomeline High Dose,PAROSMIA,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,72,13
Xanomeline High Dose,PARTIAL SEIZURES WITH SECONDARY GENERALISATION,NERVOUS SYSTEM DISORDERS,N,1,N_and_N_pct,242,13
Xanomeline High Dose,PARTIAL SEIZURES WITH SECONDARY GENERALISATION,NERVOUS SYSTEM DISORDERS,N_tot,1,AEs,242,13
Xanomeline High Dose,PARTIAL SEIZURES WITH SECONDARY GENERALISATION,NERVOUS SYSTEM DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,242,13
Xanomeline High Dose,PHARYNGEAL ERYTHEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,15,4
Xanomeline High Dose,PHARYNGEAL ERYTHEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,2,AEs,15,4
Xanomeline High Dose,PHARYNGEAL ERYTHEMA,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,15,4
Xanomeline High Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,30,4
Xanomeline High Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,30,4
Xanomeline High Dose,PHARYNGOLARYNGEAL PAIN,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,30,4
Xanomeline High Dose,PRODUCTIVE COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N,1,N_and_N_pct,84,4
Xanomeline High Dose,PRODUCTIVE COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_tot,1,AEs,84,4
Xanomeline High Dose,PRODUCTIVE COUGH,"RESPIRATORY, THORACIC AND MEDIASTINAL DISORDERS",N_pct,0.013888888888888888,N_and_N_pct,84,4
Xanomeline High Dose,PROSTATE CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N,1,N_and_N_pct,225,23
Xanomeline High Dose,PROSTATE CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_tot,1,AEs,225,23
Xanomeline High Dose,PROSTATE CANCER,"NEOPLASMS BENIGN, MALIGNANT AND UNSPECIFIED (INCL CYSTS AND POLYPS)",N_pct,0.013888888888888888,N_and_N_pct,225,23
Xanomeline High Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,26,N_and_N_pct,36,3
Xanomeline High Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,38,AEs,36,3
Xanomeline High Dose,PRURITUS,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.3611111111111111,N_and_N_pct,36,3
Xanomeline High Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,31,3
Xanomeline High Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,1,AEs,31,3
Xanomeline High Dose,PRURITUS GENERALISED,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,31,3
Xanomeline High Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,11,N_and_N_pct,43,3
Xanomeline High Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,18,AEs,43,3
Xanomeline High Dose,RASH,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.1527777777777778,N_and_N_pct,43,3
Xanomeline High Dose,RASH MACULO-PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,177,3
Xanomeline High Dose,RASH MACULO-PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,3,AEs,177,3
Xanomeline High Dose,RASH MACULO-PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,177,3
Xanomeline High Dose,RASH PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,1,N_and_N_pct,178,3
Xanomeline High Dose,RASH PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,2,AEs,178,3
Xanomeline High Dose,RASH PAPULAR,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_pct,0.013888888888888888,N_and_N_pct,178,3
Xanomeline High Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N,2,N_and_N_pct,139,3
Xanomeline High Dose,RASH PRURITIC,SKIN AND SUBCUTANEOUS TISSUE DISORDERS,N_tot,3,AEs,139,3
